state_id,component,mode,atom_index,qualified,reason,failure_owner,branch_sensitive,stationarity,objective,active_amplitudes,rank,condition,minimum_singular,weighted_rank,weighted_condition,weighted_minimum_singular,weight_minimum,weight_mean,weight_underflow_count,effective_n,linear_solves,iterations,seconds
baseline-best-28,0,frozen,49,True,qualified,-1,False,8.380990221741734e-09,-79.80761445869727,0,2,2.1995642644475635,0.5853018098608614,2,1.8611596295959973,0.6693558009490962,1.0214068306320125e-10,0.8426814930258449,0,31109.93244058583,181,178,0.381908292
baseline-best-28,0,frozen,50,True,qualified,-1,False,8.380990221741734e-09,-79.94990816063232,0,2,2.247241754006235,0.5749550366806176,2,2.213402598149947,0.5822644016422922,5.067996010324854e-24,0.8431031728523939,0,31130.997331782248,181,178,0.431101792
baseline-best-28,0,frozen,51,True,qualified,-1,False,8.380990221741734e-09,-79.65795426354886,0,2,2.454599934952379,0.5335682180085326,2,2.147092083461393,0.5970811990861644,4.016319370477842e-14,0.8422345119215816,0,31089.59108016026,181,178,0.407264875
baseline-best-28,0,frozen,52,True,qualified,-1,False,8.380990221741734e-09,-80.17370063253503,0,2,2.3028326005725788,0.5633003688249831,2,3.020239925069022,0.44451361383990956,8.773846197767489e-21,0.8425033203225907,0,31104.516075178264,181,178,0.4081915
baseline-best-28,0,frozen,53,True,qualified,-1,False,8.380990221741734e-09,-79.90922944969364,0,2,2.3937650024735353,0.545134775853653,2,2.441658269707845,0.5359910011641339,1.5749123434694192e-17,0.8423436129181644,0,31094.35828963238,181,178,0.401851291
baseline-best-28,0,frozen,54,True,qualified,-1,False,8.380990221741734e-09,-80.77906268893165,0,2,2.4622837183316637,0.5321392335290422,2,3.7327914802951283,0.3659576396234224,4.632423825436009e-13,0.8426838419711551,0,31112.912369963862,181,178,0.403035417
baseline-best-28,0,frozen,55,True,qualified,-1,False,8.380990221741734e-09,-79.67131248881371,0,2,2.5589185446295035,0.5147510100771965,2,2.2059828895984883,0.5838894437272012,1.4120253400561124e-13,0.842359062559906,0,31095.73418653148,181,178,0.409225208
baseline-best-28,0,frozen,56,True,qualified,-1,False,8.380990221741734e-09,-79.6612114932623,0,2,2.6032993191557936,0.5071124533850017,2,2.549040210730128,0.5164802164563882,1.1976544822483146e-13,0.8422460655305333,0,31090.297836677488,181,178,0.407984708
baseline-best-28,0,frozen,57,True,qualified,-1,False,8.380990221741734e-09,-79.74168211170024,0,2,2.181726541922356,0.5892591955710833,2,1.8023339393536668,0.6861228893449378,1.1099451110528757e-12,0.8424156045932447,0,31097.1748994609,181,178,0.415311416
baseline-best-28,0,frozen,58,True,qualified,-1,False,8.380990221741734e-09,-79.71550875380896,0,2,2.1510737943275426,0.5961725403163409,2,1.7419696573179995,0.7040806080477966,1.6445119655196838e-13,0.8421917949899841,0,31087.681515781038,181,178,0.395447667
