alpha,seed,phase,iteration,objective,stationarity,variance,linear_solves,backtracks
1.0,constrained-ls,primary,54,-7328.124853893163,0.0012057322460287806,9.489782854810608e-11,54,0
1.0,constrained-ls,primary,55,-7341.7099946122635,0.0009827003309930157,9.392996724398776e-11,55,0
1.0,constrained-ls,primary,56,-7353.04420115507,0.0007706641630914141,9.303953491484842e-11,56,0
1.0,constrained-ls,primary,57,-7362.948689674809,0.0006213867967282974,9.223142209148424e-11,57,0
1.0,constrained-ls,primary,58,-7371.96982256906,0.0006122453462940823,9.149625123066284e-11,58,0
1.0,constrained-ls,primary,59,-7380.049721190582,0.0005694329437995731,9.083222072146688e-11,59,0
1.0,constrained-ls,primary,60,-7387.51392164293,0.0005587923366753737,9.022881425669117e-11,60,0
1.0,constrained-ls,primary,61,-7394.711817771463,0.0005683943578210416,8.967827734020553e-11,61,0
1.0,constrained-ls,primary,62,-7401.603919704331,0.0005582049800744399,8.916959288021099e-11,62,0
1.0,constrained-ls,primary,63,-7408.038277797418,0.0005157579272097145,8.870262927233916e-11,63,0
1.0,constrained-ls,primary,64,-7414.137820510432,0.0004945813989660896,8.827837843939574e-11,64,0
1.0,constrained-ls,primary,65,-7420.233778411299,0.0004930722279818764,8.788686503920883e-11,65,0
1.0,constrained-ls,primary,66,-7425.798917115046,0.0004759181867129475,8.752408303406214e-11,66,0
1.0,constrained-ls,primary,67,-7431.085259196376,0.0004939664801280965,8.719988454127107e-11,67,0
1.0,constrained-ls,primary,68,-7436.373071277806,0.0005255908059062479,8.69053239837755e-11,68,0
1.0,constrained-ls,primary,69,-7441.723972642921,0.0005665229256180639,8.663204874553216e-11,69,0
1.0,constrained-ls,primary,70,-7447.043319573431,0.0006075027914828361,8.637726397627117e-11,70,0
1.0,constrained-ls,primary,71,-7452.225865528673,0.0006542766414635668,8.614300751962731e-11,71,0
1.0,constrained-ls,primary,72,-7457.534185580017,0.0007119165678335532,8.592739586459514e-11,72,0
1.0,constrained-ls,primary,73,-7463.044923150786,0.0007371060225714551,8.572164608202984e-11,73,0
1.0,constrained-ls,primary,74,-7468.586993913304,0.0007167922002014899,8.552225739241416e-11,74,0
1.0,constrained-ls,primary,75,-7474.177574162261,0.0007096080038705535,8.532871853309481e-11,75,0
1.0,constrained-ls,primary,76,-7479.998398197709,0.0007487369389162116,8.514120753512441e-11,76,0
1.0,constrained-ls,primary,77,-7486.168806542565,0.0008189540769593454,8.495611765883426e-11,77,0
1.0,constrained-ls,primary,78,-7492.667154068607,0.0008767864367759554,8.476735790394967e-11,78,0
1.0,constrained-ls,primary,79,-7499.33904095213,0.0008892667088808248,8.457362580897488e-11,79,0
1.0,constrained-ls,primary,80,-7506.02014097965,0.0008481022109247455,8.437484145427772e-11,80,0
1.0,constrained-ls,primary,81,-7512.532715418855,0.0007643176745153409,8.41725367479646e-11,81,0
1.0,constrained-ls,primary,82,-7518.900831768043,0.0007224474852303468,8.397032783609329e-11,82,0
1.0,constrained-ls,primary,83,-7525.309779666047,0.0007427056304867894,8.376889569678305e-11,83,0
1.0,constrained-ls,primary,84,-7531.72503353145,0.0007617116762310695,8.356734228077068e-11,84,0
1.0,constrained-ls,primary,85,-7538.037273839766,0.0007759547463918334,8.336790322295052e-11,85,0
1.0,constrained-ls,primary,86,-7544.186812473297,0.0007854826895120937,8.317202566666293e-11,86,0
1.0,constrained-ls,primary,87,-7550.258202186565,0.0007966130966776119,8.298204518092443e-11,87,0
1.0,constrained-ls,primary,88,-7556.202727998202,0.0008186623047189359,8.27996922649929e-11,88,0
1.0,constrained-ls,primary,89,-7562.009577636626,0.0008589841379185997,8.262902596168197e-11,89,0
1.0,constrained-ls,primary,90,-7567.881619549673,0.0009203956085749944,8.247051779848443e-11,90,0
1.0,constrained-ls,primary,91,-7574.047697845543,0.0010018545040379255,8.232161760636798e-11,91,0
1.0,constrained-ls,primary,92,-7580.70291054682,0.0010990081321928735,8.217999391017846e-11,92,0
1.0,constrained-ls,primary,93,-7587.999040523466,0.0012053869191148612,8.204556572195022e-11,93,0
1.0,constrained-ls,primary,94,-7596.05765587628,0.00131649009938853,8.192063070774943e-11,94,0
1.0,constrained-ls,primary,95,-7605.050233007186,0.0014346473699921448,8.180782680996127e-11,95,0
1.0,constrained-ls,primary,96,-7615.318154814968,0.0015640720101623648,8.170703133563848e-11,96,0
1.0,constrained-ls,primary,97,-7627.393347412883,0.0016990177707056125,8.16155832538911e-11,97,0
1.0,constrained-ls,primary,98,-7642.068059966839,0.0018256820316662839,8.153288991911808e-11,98,0
1.0,constrained-ls,primary,99,-7660.88673448241,0.0019512209042030454,8.145834290744578e-11,99,0
1.0,constrained-ls,primary,100,-7686.495096332687,0.002606247758528176,8.136835037291235e-11,100,0
