state_id,serial_id,prediction,metric,n,bias,rmse,p99,max
baseline-best-28,147,analytic,operator,200,0.004183089753710406,0.027506910949800307,0.10931298835107467,0.21440680330174955
baseline-best-28,147,analytic,total,200,0.004526166063895304,0.0276693938550891,0.11122385236815513,0.2160649924413262
baseline-best-28,147,matched,estimation,200,0.00033652030786863644,0.0005396006091845268,0.0017228066130425268,0.0018523516562958808
baseline-best-28,147,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,147,matched,total,200,0.00033652030786863644,0.0005396006091845268,0.0017228066130425268,0.0018523516562958808
baseline-best-28,148,analytic,estimation,200,0.0003350372369151543,0.0006337912821505958,0.0019170467947564607,0.00216142003914066
baseline-best-28,148,analytic,operator,200,-0.0004005291718005408,0.014579915423392485,0.06547633471906061,0.12769206776171144
baseline-best-28,148,analytic,total,200,-6.549193488538655e-05,0.014620736080357657,0.06641928078743162,0.12760501370353022
baseline-best-28,148,matched,estimation,200,0.0003353700072986107,0.0006330274996785275,0.0019583375746494713,0.0021700576376395553
baseline-best-28,148,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,148,matched,total,200,0.0003353700072986107,0.0006330274996785275,0.0019583375746494713,0.0021700576376395553
baseline-best-28,149,analytic,estimation,200,0.002774025560509738,0.0030037830503968975,0.0047389107802904284,0.005275540347374874
baseline-best-28,149,analytic,operator,200,-0.0004949313156980613,0.0549718612253575,0.21383009112632206,0.25770084035295515
baseline-best-28,149,analytic,total,200,0.0022790942448116767,0.05513407170991086,0.21712833321816621,0.2563443951192882
baseline-best-28,149,matched,estimation,200,0.0027542045703419418,0.002980778405878357,0.0049860673794204224,0.005279579334241169
baseline-best-28,149,matched,operator,200,0.0,0.0,0.0,0.0
baseline-best-28,149,matched,total,200,0.0027542045703419418,0.002980778405878357,0.0049860673794204224,0.005279579334241169
baseline-best-28,150,analytic,estimation,200,-0.00036862456456002483,0.00123775276032023,0.0033132444529935245,0.004246208991156575
baseline-best-28,150,analytic,operator,200,0.0017256316140212649,0.052513668000499135,0.20877861553662902,0.2504380396811952
