effective_n,effective_fraction,maximum_row_share,top_one_percent_share,underflow_count,owner,alpha,rows,variance,scale_equation,denominator,denominator_margin,log_prefactor,scaled_prefactor,linear_weight_share,seed,serial_id
53511.09069503553,0.8176622867647994,1.9324052273865483e-05,0.012657250722788307,1347,11,0.1,65444,3.3607369967066995e-09,-0.011408544018861173,46076.39794162518,0.7040584001837477,4.277163072881708,3.14270777079634e-09,5.491087677889383e-09,checkpoint,12
36543.88682897967,0.5581179166574471,3.043780109963936e-05,0.01993670110876008,5415,12,1.0,65477,4.534999787340093e-09,-0.0004869791620163988,9704.269086044245,0.14820882273232197,12.377951653441214,1.0361718249490919e-05,1.1493997193785769e-05,checkpoint,13
51596.46139907327,0.7885026804675296,2.0572745296754046e-05,0.013475146099441603,0,13,0.2,65436,4.736910853761593e-08,-0.002665269055423866,38652.229481894174,0.5906875341080472,2.337567119289866,4.5180203177448644e-10,7.414954882915846e-10,checkpoint,14
37699.43203235915,0.5761884184743639,2.9270657285272375e-05,0.019171973709386426,5268,14,0.7,65429,2.0619307990712246e-09,-0.0011263111170057717,13500.832086728253,0.20634324361870504,10.674177500399404,1.8857845179958694e-06,2.1752650076118047e-06,checkpoint,15
32049.859661074563,0.4895724381131072,3.3943217261953305e-05,0.022232239705566505,13020,15,1.0,65465,1.7328311330005106e-10,-0.000196754061549953,6315.594177241905,0.09647283551885595,17.275115289233987,0.001387531728948543,0.0013802015206600799,checkpoint,16
34450.191830139804,0.526624452820212,3.191025796514175e-05,0.020900724035938324,11542,16,0.7,65417,1.3195978599505374e-10,-0.002739434371837588,10678.60042512195,0.16323891993093462,14.385377109179867,7.713395093655934e-05,8.161459778896482e-05,checkpoint,17
37532.55215994333,0.5734888634896453,2.9198418411195526e-05,0.019123685153365915,13808,17,0.4,65446,5.919826777103163e-11,-0.0010400415251628635,18445.01169962117,0.2818355850567058,12.016106791930278,7.215801079311382e-06,8.344067470321813e-06,checkpoint,18
65503.0,1.0,1.5266476344594905e-05,0.010014808482054258,0,18,0.0,65503,2.090708147647625e-06,1.1885206716551727e-14,65503.0,1.0,-3.135807478753785,1.8962334104747535e-12,4.193779261145682e-12,checkpoint,19
41263.152396505546,0.6302700880799393,2.645542978410061e-05,0.017328193910459547,3583,19,0.4,65469,6.430389914526407e-09,-0.0035625155794625084,21990.4511651534,0.33589105019403687,6.390277609557173,2.6002672270512478e-08,3.318606377414414e-08,checkpoint,20
40312.64044545879,0.6159773923975673,2.762184135410965e-05,0.018092279113024162,4703,20,0.6,65445,8.152517856460998e-09,-0.001842457875250669,16801.178742111457,0.2567221138683086,7.918131879045149,1.198275447286649e-07,1.4647267620831365e-07,checkpoint,21
53539.946360247144,0.8181407124012033,1.9791959332399355e-05,0.012963732810894343,0,21,0.2,65441,2.3058761713183042e-07,0.0014394965929922982,40569.03757229618,0.619933032384838,0.5965640403466008,7.922096886279369e-11,1.3514623212172287e-10,checkpoint,22
65463.0,1.0,1.5275804653010098e-05,0.010005652047721613,0,22,0.0,65463,4.348765080025781e-06,-1.5310232107573095e-14,65463.0,1.0,-3.867585713105278,9.121883999906297e-13,2.0161973133469492e-12,checkpoint,23
35789.28549513954,0.5466600298635925,3.080599002445145e-05,0.020177611346243476,6471,23,0.8999999999999999,65469,1.0740359583868238e-09,-0.0001535591555847488,9963.017179236595,0.1521791562302249,13.54668462262683,3.334310640383527e-05,3.6544621688070545e-05,checkpoint,24
33724.32299433312,0.5156466620949377,3.256004974593971e-05,0.021326404345909662,7004,24,1.0,65402,1.9939827770992113e-10,8.332618810957815e-05,7589.384937506061,0.11604209255842422,17.065511893635453,0.0011251575142127862,0.001166758162065251,checkpoint,25
35144.8554941754,0.5372681000118537,3.138656411407972e-05,0.02055795506889224,5114,25,0.7999999999999999,65414,2.3869185447861526e-10,-2.4898599687533766e-05,10191.11485075813,0.15579409378356512,14.658367067872073,0.00010134529937539096,0.0001090215660876628,checkpoint,26
34232.012081869725,0.5232332489892046,3.2153136033299915e-05,0.021059462606830358,5605,26,0.8999999999999999,65424,3.112633103097745e-10,-4.9354550375425073e-05,8618.427252168181,0.13173189123514584,15.343254546554457,0.0002010233298824018,0.00021109391146917464,checkpoint,27
35181.233035610785,0.5373395603624515,3.171447360010074e-05,0.020771762418567187,6686,27,1.0,65473,2.1957898752261245e-10,-0.0001332622235749592,8383.143587115863,0.128039704719745,16.91981518921052,0.0009726084763204731,0.0010354595199216154,checkpoint,28
55987.16538291535,0.8551575589264603,1.841749330471139e-05,0.012063455345577505,143,28,0.1,65470,1.4055176561316186e-09,-0.007318040780713218,48621.36945281797,0.7426511295680154,5.192108217309612,7.846204566247888e-09,1.4384066715039922e-08,checkpoint,29
43147.03100402203,0.6601846961873742,2.626839028451246e-05,0.017178111491593578,7219,29,0.6,65356,4.420676726001303e-11,-0.00032175706805848126,18692.89739537051,0.2860165462294282,14.701858204843388,0.00010585017265189751,0.0001360538051764164,checkpoint,30
61858.45907483319,0.9449377369633716,1.6739131049196214e-05,0.010964130458293534,0,30,0.1,65463,8.721042562217457e-07,5.8025601820412645e-05,54066.02832204412,0.8259020870116572,-1.559813326126978,9.169324832298127e-12,1.8495114802115e-11,checkpoint,31
42964.23944939917,0.6561930423734122,2.5559357744125922e-05,0.016741373060194756,123,31,0.5,65475,4.1376876595115456e-08,0.00044100473088998227,21304.575893201036,0.32538489336694976,4.9832877533573345,6.367516098994787e-09,8.411485440021146e-09,checkpoint,32
62467.410808865745,0.954619111647321,1.6615996357568424e-05,0.010883477499711136,0,32,0.1,65437,3.2084027345536173e-07,-0.003772149169242168,54510.99379306378,0.8330301479753623,-0.5094522300801707,2.621219477010767e-11,5.3263485226112936e-11,checkpoint,33
