dataset,variant,case,phase,seconds,process_peak_rss_bytes,included_in
duplicate,guarded-log,narrower-double,new endpoint audit,0,,audit process
duplicate,guarded-log,narrower-double,high precision,0,,new endpoint audit
duplicate,guarded-log,wider-double,search,0.003845791,1206157312,fit total
duplicate,guarded-log,wider-double,endpoint_audit,0.007410625,1206157312,fit total
duplicate,guarded-log,wider-double,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,guarded-log,wider-double,new endpoint audit,0,,audit process
duplicate,guarded-log,wider-double,high precision,0,,new endpoint audit
duplicate,guarded-log,mixed-double,search,0.226895958,1206157312,fit total
duplicate,guarded-log,mixed-double,endpoint_audit,0.057385625,1206157312,fit total
duplicate,guarded-log,mixed-double,search reference,0.102790997,1206157312,search; RSS is search-process high-water mark
duplicate,guarded-log,mixed-double,new endpoint audit,1.928973333,135004160,audit process
duplicate,guarded-log,mixed-double,high precision,0,,new endpoint audit
duplicate,guarded-log,first-stage-float32,search,0.003894083,1206157312,fit total
duplicate,guarded-log,first-stage-float32,endpoint_audit,0.007303667,1206157312,fit total
duplicate,guarded-log,first-stage-float32,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,guarded-log,first-stage-float32,new endpoint audit,0,,audit process
duplicate,guarded-log,first-stage-float32,high precision,0,,new endpoint audit
duplicate,guarded-log,narrower-float32,search,0.00398525,1206157312,fit total
duplicate,guarded-log,narrower-float32,endpoint_audit,0.007211541,1206157312,fit total
duplicate,guarded-log,narrower-float32,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,guarded-log,narrower-float32,new endpoint audit,0,,audit process
duplicate,guarded-log,narrower-float32,high precision,0,,new endpoint audit
duplicate,guarded-log,wider-float32,search,0.0039255,1206157312,fit total
duplicate,guarded-log,wider-float32,endpoint_audit,0.007301417,1206157312,fit total
duplicate,guarded-log,wider-float32,search reference,0.0,1206157312,search; RSS is search-process high-water mark
duplicate,guarded-log,wider-float32,new endpoint audit,0,,audit process
duplicate,guarded-log,wider-float32,high precision,0,,new endpoint audit
duplicate,guarded-log,mixed-float32,search,0.366849292,1206157312,fit total
duplicate,guarded-log,mixed-float32,endpoint_audit,0.057089792,1206157312,fit total
duplicate,guarded-log,mixed-float32,search reference,0.154290577,1206157312,search; RSS is search-process high-water mark
duplicate,guarded-log,mixed-float32,new endpoint audit,1.940337458,135004160,audit process
duplicate,guarded-log,mixed-float32,high precision,0,,new endpoint audit
active-a,shared,all,initialization,0.038309833,1206157312,preparation
active-a,generating-model,truth-boundary-double,boundary scan,133.8332565,135004160,audit process
active-a,generating-model,truth-boundary-float32,boundary scan,196.909769208,135004160,audit process
baseline,shared,all,initialization,0.064512667,1206157312,preparation
duplicate,shared,all,initialization,0.037194167,1206157312,preparation
heterogeneous-168,shared,all,initialization,0.6416915,63913984,preparation
near-0.02,shared,all,initialization,0.036101292,1206157312,preparation
near-0.10,shared,all,initialization,0.035576333,1206157312,preparation
weak-1e-2,shared,all,initialization,0.035712958,1206157312,preparation
weak-1e-4,shared,all,initialization,0.035784125,1206157312,preparation
zero-signal,shared,all,initialization,0.036641667,1206157312,preparation
